0,0,-354.6104,-338.5154,17.2382,29.58769
0,5,-337.5457,-338.0762,-100.1308,17.32922
0,10,-339.5176,-317.4102,93.35185,89.65896
0,15,-340.0891,-327.8614,-2.606928,-125.3453
0,20,-344.3031,-324.7702,-50.30157,48.87089
0,25,-334.4357,-327.1816,-96.94374,82.17198
0,30,-328.1445,-330.5727,67.07861,108.9778
0,35,-326.7971,-334.8843,105.9177,65.11135
0,40,-337.8961,-342.4302,177.1152,-101.1586
0,45,-327.218,-332.716,-71.23031,-116.5154
0,50,-325.2378,-324.0921,73.01175,60.31521
0,55,-319.6707,-336.4893,-98.24499,-95.76498
0,60,-334.3119,-333.518,3.488959,-113.7851
0,65,-318.7411,-343.0339,75.59135,130.8891
0,70,-343.9146,-331.5417,-117.3128,-59.00307
0,75,-321.287,-329.247,-101.2015,105.6379
0,80,-327.9069,-332.1249,-124.2432,95.03036
0,85,-331.0457,-339.1005,159.2689,-83.06697
0,90,-324.1387,-360.0983,-117.6401,-34.48713
0,95,-338.1012,-345.0723,-98.26447,-176.0371
0,100,-322.6593,-330.6839,85.88562,73.51947
0,105,-323.9236,-332.031,-113.503,140.4574
0,110,-331.6952,-332.355,66.25427,-96.89248
0,115,-326.0165,-337.5332,-135.4879,-67.42905
0,120,-322.2985,-325.9098,98.43889,-95.41391
0,125,-327.6883,-336.4116,-10.7774,-78.0869
0,130,-318.8509,-321.0324,-100.4984,81.67762
0,135,-327.528,-330.5192,61.43823,-86.38921
0,140,-325.6608,-332.4048,-97.87878,5.216266
0,145,-325.5222,-320.8174,57.22881,76.07597
0,150,-337.1202,-321.9293,100.4327,88.76713
0,155,-324.9529,-321.0367,80.40456,74.63211
0,160,-327.082,-319.1523,88.8639,82.00441
0,165,-336.3667,-329.2833,162.9459,113.5794
0,170,-335.1367,-324.5161,-104.0401,-151.7969
0,175,-346.8079,-329.3759,34.24735,24.05033
0,180,-361.1745,-327.5571,-114.0521,-78.90678
0,185,-338.5808,-325.3404,-46.87605,-124.3891
0,190,-359.3968,-328.6425,155.0244,-135.1221
0,195,-338.9507,-327.3556,-105.4372,-29.74768
0,200,-329.5595,-325.944,-115.7758,-119.1013
0,205,-352.8133,-330.848,-165.1347,74.06653
0,210,-335.4642,-322.1235,-125.9831,78.68805
0,215,-326.1799,-332.2302,-82.44407,44.50067
0,220,-331.1504,-336.1226,39.74397,-111.2894
0,225,-320.3344,-319.4772,-112.2898,86.27838
0,230,-330.6868,-323.793,88.81542,-108.9298
0,235,-325.0313,-331.4947,73.17254,-30.08874
0,240,-327.8245,-332.3054,-78.3247,-40.38245
0,245,-322.9771,-331.1375,75.13649,10.12775
0,250,-326.7943,-338.6076,97.6107,-129.0179
0,255,-325.8704,-327.8448,-40.95983,89.99237
0,260,-324.4614,-331.0564,-113.0343,-75.79365
0,265,-323.5986,-332.9819,-54.25927,61.0616
0,270,-327.0436,-355.5623,-2.755259,46.32054
0,275,-329.4363,-340.1974,-84.76234,140.4575
0,280,-330.4984,-334.4078,61.01627,-87.34682
0,285,-324.2327,-325.8894,-116.6587,-85.50083
0,290,-327.9889,-333.5638,58.64555,82.56738
0,295,-328.7071,-339.3402,78.76585,63.79451
0,300,-320.961,-338.9189,60.94412,151.0256
0,305,-318.4239,-322.4169,-80.75277,93.35925
0,310,-325.2004,-327.2996,-114.0681,-107.0377
0,315,-329.6173,-326.6836,-106.1098,-111.63
0,320,-331.3406,-324.5619,-96.40947,-92.02385
0,325,-334.7165,-334.3782,141.1363,98.50758
0,330,-332.9857,-339.0324,148.4318,-132.5318
0,335,-325.3416,-334.6774,-95.80738,-157.2295
0,340,-336.6642,-322.911,6.614459,97.88885
0,345,-329.9226,-334.0649,66.02545,35.07517
0,350,-329.2817,-331.1426,-74.46709,25.003
0,355,-340.529,-338.9476,76.05509,-22.54956
0,360,-354.6104,-338.5154,17.2382,29.58769
5,0,-13.73081,-126.9671,-85.86111,-120.5105
5,5,-13.73082,-105.3655,-85.86115,160.3802
5,10,-13.73086,-99.36682,-85.86127,159.0441
5,15,-13.73092,-95.81093,-85.86151,159.8608
5,20,-13.73099,-93.26957,-85.86192,161.5037
5,25,-13.73108,-91.30582,-85.86256,163.5627
5,30,-13.73117,-89.74105,-85.8635,165.7945
5,35,-13.73127,-88.49613,-85.86475,168.0295
5,40,-13.73136,-87.53875,-85.86637,170.1522
5,45,-13.73143,-86.86197,-85.86832,172.0908
5,50,-13.7315,-86.47497,-85.87057,173.8063
5,55,-13.73155,-86.40056,-85.87302,175.2823
5,60,-13.73159,-86.67758,-85.87559,176.5153
5,65,-13.73161,-87.36967,-85.87811,177.5067
5,70,-13.73163,-88.58607,-85.88045,178.2543
5,75,-13.73164,-90.53451,-85.88245,178.7376
5,80,-13.73164,-93.68646,-85.88399,178.8692
5,85,-13.73164,-99.56809,-85.88496,178.1565
5,90,-13.73164,-126.985,-85.88529,54.01842
5,95,-13.73164,-99.14469,-85.88496,1.989315
5,100,-13.73164,-93.47244,-85.88399,0.8211456
5,105,-13.73164,-90.3894,-85.88245,0.07965264
5,110,-13.73163,-88.47473,-85.88045,-0.6951704
5,115,-13.73162,-87.27805,-85.87811,-1.605815
5,120,-13.73159,-86.5987,-85.87559,-2.694982
5,125,-13.73155,-86.33047,-85.87302,-3.987425
5,130,-13.7315,-86.41127,-85.87057,-5.498047
5,135,-13.73144,-86.80313,-85.86832,-7.231095
5,140,-13.73136,-87.48375,-85.86637,-9.175137
5,145,-13.73127,-88.4442,-85.86475,-11.29521
5,150,-13.73117,-89.69148,-85.86349,-13.52312
5,155,-13.73108,-91.25765,-85.86256,-15.74753
5,160,-13.73099,-93.22115,-85.86192,-17.80428
5,165,-13.73092,-95.75896,-85.86151,-19.45879
5,170,-13.73086,-99.3036,-85.86127,-20.32261
5,175,-13.73082,-105.2639,-85.86115,-19.17525
5,180,-13.73081,-127.3896,-85.86111,52.60813
5,185,-13.73082,-105.5941,-85.86115,151.972
5,190,-13.73086,-99.47906,-85.86127,155.3357
5,195,-13.73092,-95.88535,-85.86151,157.742
5,200,-13.73099,-93.32396,-85.86192,160.1897
5,205,-13.73108,-91.3462,-85.86256,162.7342
5,210,-13.73117,-89.76991,-85.8635,165.2883
5,215,-13.73127,-88.51467,-85.86475,167.7513
5,220,-13.73136,-87.54765,-85.86637,170.0444
5,225,-13.73143,-86.86152,-85.86832,172.1183
5,230,-13.7315,-86.46507,-85.87057,173.9502
5,235,-13.73155,-86.38054,-85.87302,175.5369
5,240,-13.73159,-86.64588,-85.87559,176.8886
5,245,-13.73161,-87.32321,-85.87811,178.0251
5,250,-13.73163,-88.51884,-85.88045,178.9751
5,255,-13.73164,-90.43381,-85.88245,179.7865
5,260,-13.73164,-93.51963,-85.88399,-179.4276
5,265,-13.73164,-99.2028,-85.88496,-178.1602
5,270,-13.73164,-126.8048,-85.88529,-120.4851
5,275,-13.73164,-99.57377,-85.88496,-2.360971
5,280,-13.73164,-93.70656,-85.88399,-1.570344
5,285,-13.73164,-90.55982,-85.88245,-1.690109
5,290,-13.73163,-88.61468,-85.88045,-2.184652
5,295,-13.73162,-87.40108,-85.87811,-2.958925
5,300,-13.73159,-86.71174,-85.87559,-3.991663
5,305,-13.73155,-86.4376,-85.87302,-5.282448
5,310,-13.7315,-86.51513,-85.87057,-6.836326
5,315,-13.73144,-86.90546,-85.86832,-8.655485
5,320,-13.73136,-87.58576,-85.86637,-10.73179
5,325,-13.73127,-88.54675,-85.86475,-13.03884
5,330,-13.73117,-89.79534,-85.86349,-15.52459
5,335,-13.73108,-91.36397,-85.86256,-18.10803
5,340,-13.73099,-93.3325,-85.86192,-20.68751
5,345,-13.73092,-95.88183,-85.86151,-23.17817
5,350,-13.73086,-99.45626,-85.86127,-25.64737
5,355,-13.73082,-105.5206,-85.86115,-29.15369
5,360,-13.73081,-126.9671,-85.86111,-120.5105
10,0,-7.913739,-115.8078,-86.15307,-122.1611
10,5,-7.91377,-98.87241,-86.15265,51.68301
10,10,-7.913861,-93.08503,-86.15148,55.15033
10,15,-7.914002,-90.7376,-86.14972,61.27117
10,20,-7.914178,-90.02138,-86.14767,72.38578
10,25,-7.914373,-90.00653,-86.14569,92.12244
10,30,-7.914568,-89.14816,-86.14413,120.7966
10,35,-7.914745,-86.58464,-86.14333,146.9809
10,40,-7.914887,-83.58212,-86.14354,163.4013
10,45,-7.914986,-81.06631,-86.14492,172.8796
10,50,-7.915036,-79.21556,-86.14747,178.5979
10,55,-7.915036,-78.00918,-86.15107,-177.7488
10,60,-7.914993,-77.41806,-86.15545,-175.3144
10,65,-7.914919,-77.44959,-86.16023,-173.6587
10,70,-7.914829,-78.17169,-86.16502,-172.5453
10,75,-7.914737,-79.76322,-86.16933,-171.8585
10,80,-7.914658,-82.67747,-86.17275,-171.5998
10,85,-7.914606,-88.43881,-86.17495,-172.1714
10,90,-7.914587,-115.6698,-86.17571,55.40784
10,95,-7.914606,-87.92977,-86.17495,11.28661
10,100,-7.914658,-82.41621,-86.17275,10.19325
10,105,-7.914737,-79.58137,-86.16933,9.413911
10,110,-7.914829,-78.0268,-86.16502,8.498853
10,115,-7.914919,-77.32427,-86.16023,7.28361
10,120,-7.914993,-77.30325,-86.15545,5.602562
10,125,-7.915036,-77.89955,-86.15107,3.207159
10,130,-7.915036,-79.10834,-86.14747,-0.3336859
10,135,-7.914986,-80.96299,-86.14492,-5.834749
10,140,-7.914888,-83.49655,-86.14354,-14.93433
10,145,-7.914745,-86.56848,-86.14333,-30.8128
10,150,-7.914568,-89.30173,-86.14413,-56.81812
10,155,-7.914373,-90.29338,-86.14569,-86.37698
10,160,-7.914178,-90.29861,-86.14767,-106.9783
10,165,-7.914002,-90.97161,-86.14972,-118.4689
10,170,-7.913861,-93.28743,-86.15148,-124.6858
10,175,-7.91377,-99.05849,-86.15265,-127.983
10,180,-7.913739,-116.0204,-86.15307,54.38317
10,185,-7.91377,-96.89808,-86.15265,52.54055
10,190,-7.913861,-92.122,-86.15148,55.20234
10,195,-7.914002,-90.0888,-86.14972,60.84585
10,200,-7.914178,-89.53251,-86.14767,71.41175
10,205,-7.914373,-89.67434,-86.14569,90.49702
10,210,-7.914568,-89.03156,-86.14413,119.0941
10,215,-7.914745,-86.5922,-86.14333,146.0712
10,220,-7.914887,-83.59916,-86.14354,163.1315
10,225,-7.914986,-81.06541,-86.14492,172.9316
10,230,-7.915036,-79.19635,-86.14747,178.8191
10,235,-7.915036,-77.97383,-86.15107,-177.4163
10,240,-7.914993,-77.36687,-86.15545,-174.883
10,245,-7.914919,-77.38014,-86.16023,-173.1121
10,250,-7.914829,-78.0773,-86.16502,-171.8353
10,255,-7.914737,-79.62857,-86.16933,-170.8745
10,260,-7.914658,-82.46228,-86.17275,-170.0542
10,265,-7.914606,-87.97887,-86.17495,-168.8936
10,270,-7.914587,-115.5792,-86.17571,-121.8318
10,275,-7.914606,-88.46643,-86.17495,7.418562
10,280,-7.914658,-82.71228,-86.17275,8.031501
10,285,-7.914737,-79.80225,-86.16933,7.764749
10,290,-7.914829,-78.21525,-86.16502,7.045475
10,295,-7.914919,-77.49885,-86.16023,5.874851
10,300,-7.914993,-77.47472,-86.15545,4.127753
10,305,-7.915036,-78.07534,-86.15107,1.548443
10,310,-7.915036,-79.2929,-86.14747,-2.341854
10,315,-7.914986,-81.15267,-86.14492,-8.466577
10,320,-7.914888,-83.65674,-86.14354,-18.66279
10,325,-7.914745,-86.55667,-86.14333,-36.21258
10,330,-7.914568,-88.8126,-86.14413,-63.09595
10,335,-7.914373,-89.35512,-86.14569,-90.61163
10,340,-7.914178,-89.24586,-86.14767,-108.8557
10,345,-7.914002,-89.85209,-86.14972,-119.0468
10,350,-7.913861,-91.91918,-86.15148,-124.5031
10,355,-7.91377,-96.71352,-86.15265,-126.9548
10,360,-7.913739,-115.8078,-86.15307,-122.1611
15,0,-4.74786,-110.1095,-86.43425,-122.7179
15,5,-4.747919,-84.68879,-86.43309,26.47323
15,10,-4.748091,-79.1478,-86.42977,27.77201
15,15,-4.748356,-76.73742,-86.42471,29.09132
15,20,-4.748686,-75.99682,-86.41861,31.15287
15,25,-4.749045,-76.66928,-86.41227,34.89367
15,30,-4.749394,-79.02238,-86.40659,43.11285
15,35,-4.749698,-83.74224,-86.40238,69.04021
15,40,-4.749927,-84.12657,-86.40028,141.6419
15,45,-4.750059,-77.93747,-86.4007,174.1529
15,50,-4.750085,-73.97312,-86.40376,-176.2278
15,55,-4.75001,-71.60295,-86.40924,-172.0212
15,60,-4.74985,-70.30871,-86.41663,-169.7574
15,65,-4.749628,-69.88746,-86.42518,-168.407
15,70,-4.74938,-70.30745,-86.43399,-167.5732
15,75,-4.749139,-71.69529,-86.44212,-167.0879
15,80,-4.748938,-74.47357,-86.44867,-166.9159
15,85,-4.748807,-80.13865,-86.45291,-167.3185
15,90,-4.748761,-109.9148,-86.45438,55.86567
15,95,-4.748807,-79.73124,-86.45291,15.10064
15,100,-4.748938,-74.26268,-86.44867,14.34795
15,105,-4.749139,-71.54617,-86.44212,13.82104
15,110,-4.74938,-70.18565,-86.43399,13.18865
15,115,-4.749628,-69.77813,-86.42518,12.30317
15,120,-4.74985,-70.20288,-86.41663,10.96968
15,125,-4.75001,-71.49316,-86.40924,8.802154
15,130,-4.750085,-73.85167,-86.40376,4.837245
15,135,-4.750059,-77.80382,-86.4007,-4.14325
15,140,-4.749927,-84.16886,-86.40028,-34.82086
15,145,-4.749698,-84.19729,-86.40238,-110.3651
15,150,-4.749394,-79.24276,-86.40659,-137.2854
15,155,-4.749045,-76.80176,-86.41227,-145.4857
15,160,-4.748686,-76.09167,-86.41861,-149.1633
15,165,-4.748356,-76.81336,-86.42471,-151.1741
15,170,-4.748091,-79.21402,-86.42977,-152.4495
15,175,-4.747919,-84.75198,-86.43309,-153.68
15,180,-4.74786,-110.2521,-86.43425,54.96279
15,185,-4.747919,-83.97224,-86.43309,28.9774
15,190,-4.748091,-78.79683,-86.42977,28.94223
15,195,-4.748356,-76.49954,-86.42471,29.83067
15,200,-4.748686,-75.80745,-86.41861,31.6775
15,205,-4.749045,-76.49896,-86.41227,35.27151
15,210,-4.749394,-78.84817,-86.40659,43.31182
15,215,-4.749698,-83.55186,-86.40238,68.66052
15,220,-4.749927,-84.1303,-86.40028,141.0089
15,225,-4.750059,-77.93615,-86.4007,174.2237
15,230,-4.750085,-73.94821,-86.40376,-176.0022
15,235,-4.75001,-71.56353,-86.40924,-171.7312
15,240,-4.74985,-70.2572,-86.41663,-169.4132
15,245,-4.749628,-69.82238,-86.42518,-167.9944
15,250,-4.74938,-70.22348,-86.43399,-167.0557
15,255,-4.749139,-71.58001,-86.44212,-166.3874
15,260,-4.748938,-74.29449,-86.44867,-165.832
